invoice_id,invoice_number,invoice_date,issuer_name,recipient_name,line_items_count,accounting_summary_count,vat_rows_count,total_net,total_vat,total_gross,currency,created_at,updated_at,issuer_siren,issuer_ape,issuer_ape_source,recipient_siren,recipient_ape,recipient_ape_source
fr_bd_519665103:364bd2b9-7a10-4dd3-89fb-2a4d4270b0e2,FV2505-10147,21/05/2025,AVIGROS,MOUAD,2,1,1,50.73,2.79,53.52,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:4213c9ec-a70b-448d-97ea-93a75f14fd96,FV2505-10242,21/05/2025,AVIGROS,MOUAD,2,2,2,578.55,32.32,610.87,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:d1bc971b-4575-4472-8106-1bfeaa4e406e,1960576,21/05/2025,BBV,MOUAD,3,1,1,851.86,46.85,898.71,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ff0c93fe-a363-435c-bc93-1ddc683bc6a0,171007,21/05/2025,ETABLISSEMENTS CANU,MOUAD,3,2,2,292.23,16.35,309.98,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:1d759b9d-7590-416c-83c8-b38a8b2f258f,F2025-05-1153,22/05/2025,SMB IMPORTEXPORT-,BOUCHERIE MOUAD,8,1,1,631.8,34.75,666.55,EUR,,,889746814,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:62dce541-62fe-4373-bc33-bd4c5ce362f8,FV2505-10722,22/05/2025,AVIGROS,MOUAD,8,1,2,1106.76,60.87,1167.63,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9d9bc87e-737f-4f2a-a709-c14ad1263e88,1960909,22/05/2025,BBV,MOUAD,1,1,1,1092.04,60.06,1152.1,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:ac0bfa1a-9765-47df-9876-5806d46b675f,1960950,22/05/2025,BBV,BOUCHERIE CHAYMA 15,6,1,1,4075.79,224.41,4300.2,EUR,,,392806741,4632A,invoice_form,828612630,,
fr_bd_519665103:c29f1a51-3a5b-4019-a1cb-2ab2b4e7afac,1960908,22/05/2025,BBV,MOUAD,1,1,1,505.4,28.07,534.8,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:dba75cff-5e1c-4967-a88f-eba5a51ac119,1960910,22/05/2025,BBV,MOUAD,1,1,1,343.79,18.91,362.7,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ec708cf9-444c-4d31-88c1-41904d33b871,171087,22/05/2025,ETABLISSEMENTS CANU,MOUAD,2,1,1,90.45,4.97,95.96,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:167a30a0-9fa4-4ebd-a62e-7c18d442a532,1961324,23/05/2025,BBV,BOUCHERIE MOUAD,1,1,1,11.3,2.26,13.56,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:1876e2d6-31dc-4b0b-9b87-74954dc3fcf9,78000171188,23/05/2025,ETABLISSEMENTS CANU,MOUAD,2,1,1,177.18,9.74,187.54,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:2d9238eb-7f7d-4797-88f3-5ca9e5b4f11f,FV2505-11260,23/05/2025,AVIGROS,MOUAD,6,2,2,223.24,12.67,235.91,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:926aee04-2aeb-4eca-aaa2-af4e901f47a0,171218,23/05/2025,ETABLISSEMENTS CANU,MOUAD,3,1,1,270.81,14.9,285.71,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:dc159db7-d382-48d2-abf4-c9eb4ab7aa9b,FV2505-11591,23/05/2025,AVIGROS,MOUAD,3,1,1,329.63,18.13,347.76,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:f102ed47-b186-4fcf-987c-bb9a3b2e5142,1961323,23/05/2025,BBV,MOUAD,2,3,1,322.79,17.75,341.91,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:780660eb-fd47-4d75-a51e-0d0ee64b474e,2025-05-1169,24/05/2025,SMB IMPORTEXPORT,BOUCHERIE MOUAD,33,1,1,2627.11,144.49,2771.6,EUR,,,889746814,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:a4d10027-610f-45ef-99f3-2796042ad9c4,FV2505-12254,24/05/2025,AVIGROS,MOUAD,6,2,2,521.88,29.31,551.19,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:7309e9c6-fef0-427a-a0f8-df1e01fee8f8,FV2505-12493,26/05/2025,AVIGROS,MOUAD,2,1,1,147.79,8.13,155.92,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:f8fe6639-5e76-4759-97f4-48eddc8decff,171253,26/05/2025,ETABLISSEMENTS CANU,MOUAD,8,2,2,622.3,34.55,656.85,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:305dc2f5-ab8b-42c7-b64c-c0a02a065b98,171311,27/05/2025,ETABLISSEMENTS CANU,MOUAD,2,2,2,285.67,15.81,301.48,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:d3acdeb4-3f9f-4c50-815b-e52ff8ac0ef2,Relevé de factures,27/05/2025,ARTERRIS GROUPE,MOUAD,24,1,0,5214.74,,5214.74,EUR,,,,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:ff61c25a-c9f1-4417-aaf7-3b0013bae64a,FV2505-13301,27/05/2025,AVIGROS,MOUAD,6,1,1,921.57,50.69,972.26,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:513b091a-e3d1-43fa-9ef1-056924bcc5f7,FV2505-13750,28/05/2025,AVIGROS,MOUAD,14,1,2,938.41,52.75,991.16,EUR,,,447915430,4632C,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:d6180f16-ad67-478b-a6a3-0efdcb688b14,78000171403,28/05/2025,ETABLISSEMENTS CANU,MOUAD,4,2,2,195.99,10.91,206.9,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:4931d144-e500-4070-bae9-9b173e06688b,1962677,29/05/2025,BBV,BOUCHERIE CHAYMA 15,9,1,1,2307.15,127.02,2441.64,EUR,,,392806741,4632A,siren_map_partition,828612630,,
fr_bd_519665103:4f5d1ca2-37a6-473d-bba1-32b77580fd06,FV2505-14592,29/05/2025,AVIGROS,MOUAD,3,1,1,709.3,39.01,748.31,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:64c2f8d5-26f9-4506-84e7-733a09bdc2fd,1962635,29/05/2025,BBV,MOUAD,6,1,1,1062.62,58.46,1121.08,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:7c36db4a-4c45-44f1-80d1-7817565a3cce,1962678,29/05/2025,BBV,BOUCHERIE CHAYMA 15,3,3,2,281.44,15.688,297.128,EUR,,,392806741,4632A,invoice_form,828612630,,
fr_bd_519665103:a620e230-d6e9-41d5-82e9-f1275edbbf70,1962634,29/05/2025,BBV,MOUAD,3,1,1,125.1,6.8805,131.9805,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:dc18f014-0465-4a29-a8d8-6f4e800ad858,1962633,29/05/2025,BBV,MOUAD,3,1,1,716.76,39.33,759.41,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:dc4af4f4-beda-4364-884a-279f7f0a63fd,171484,29/05/2025,ETABLISSEMENTS CANU,MOUAD,3,1,1,396.66,21.82,418.48,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e5dc95f8-8abb-431a-9fbd-6ee9c4dfef46,1962680,29/05/2025,BBV,BOUCHERIE CHAYMA 15,4,1,1,4746.28,263.98,5010.26,EUR,,,392806741,4632A,siren_map_partition,828612630,,
fr_bd_519665103:fd6b3854-a4e7-473b-a6b4-e39f167e41ad,1962679,29/05/2025,BBV,BOUCHERIE CHAYMA 15,4,1,1,3957.54,217.95,4175.49,EUR,,,392806741,4632A,invoice_form,828612630,,
fr_bd_519665103:0e222a73-3931-4ec8-8545-19b2445ec5b7,FV2505-15323,30/05/2025,AVIGROS,MOUAD,1,1,1,90.0,4.95,94.95,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:1dcf2057-ff20-4fde-b25a-08ea64470b47,1963131,30/05/2025,BBV,MOUAD,1,1,1,800.83,44.05,844.88,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:29092cc4-0296-43ae-b75b-cce786e4b3d5,1962969,30/05/2025,BBV,MOUAD,4,1,3,277.9,149.346,2861.07,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:6bf876b0-8af8-4323-86c6-b916e9e00a5c,1962970,30/05/2025,BBV,MOUAD,2,1,1,638.65,35.17,676.92,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:aa30a8e8-0511-4a66-90c6-ce71571d5b17,FV2505-15155,30/05/2025,AVIGROS,MOUAD,3,1,1,151.66,8.34,160.0,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:aedf9e4a-92fc-4cb2-9639-6807f4e634da,171601,30/05/2025,ETABLISSEMENTS CANU,MOUAD,6,1,1,524.75,28.86,555.63,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e583f57e-dcf2-434b-8081-d267fefa706f,FV2505-15755,31/05/2025,AVIGROS,MOUAD,8,1,1,800.64,44.04,844.68,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:3733bc3e-9e70-4be7-84c0-5167b4515304,1963542,02/06/2025,BBV,BOUCHERIE MOUAD,1,1,1,481.59,26.49,508.08,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:50966142-1b7d-4c75-93f3-23c960c859d1,FV2506-00118,02/06/2025,AVIGROS,MOUAD,1,1,1,46.63,2.66,49.29,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:6744af0e-9c71-42fa-9bf7-42f468f5e373,171695,02/06/2025,ETABLISSEMENTS CANU,MOUAD,7,1,1,1393.64,76.65,1470.29,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:93513129-640b-427f-bc38-3187b1ef5e48,171695,02/06/2025,ETABLISSEMENTS CANU,MOUAD,2,3,2,1549.17,85.84,1635.01,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:9e989213-d23c-4014-b8f2-7a1b8fec4560,1963544,02/06/2025,BBV,MOUAD,1,1,1,1666.02,91.63,1757.65,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:a5dd3a3b-b5db-4e40-aa6b-7f8e3591746c,171695,02/06/2025,ARTERRIS GROUPE,MOUAD,35,1,0,5699.26,,5699.26,EUR,,,,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:d4ac32a5-5af9-4c6c-b36b-a152e00755d4,1963545,02/06/2025,BBV,MOUAD,1,3,1,987.37,54.62,1041.99,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:d56786a7-cc73-41b4-87a2-a9ee5a3031f3,1963541,02/06/2025,BBV,MOUAD,2,1,1,1085.54,60.24,1148.5,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e80530cf-2aa2-4297-8568-081c10fa691f,1963543,02/06/2025,BBV,MOUAD,1,1,1,1050.7,57.79,1108.49,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:4205717a-b8b8-40a2-af60-0cd02dcd3905,171789,03/06/2025,ETABLISSEMENTS CANU,MOUAD,4,2,2,268.09,14.86,282.95,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e5a9752c-9b1d-46ba-8a97-1834e3ba6912,1963822,03/06/2025,BBV,MOUAD,2,1,1,4076.8,224.53,4301.33,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:2784c72d-4b42-4885-870d-b7670c274db0,1964352,04/06/2025,BBV,BOUCHERIE MOUAD,3,4,1,6170.66,339.39,6510.05,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:2c2c74ee-562e-4c1e-bb96-cc4dc4021e71,1964350,04/06/2025,BBV,MOUAD,1,2,1,219.12,12.22,232.2,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:5e9c4eb1-ee3d-4cdd-b47e-9aceb0b7a83b,1964351,04/06/2025,BBV,MOUAD,1,3,1,1620.85,89.15,1714.86,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:ea7cc9f1-6790-4f46-b5a9-a7da72716de2,171929,04/06/2025,ETABLISSEMENTS CANU,MOUAD,2,1,2,242.62,13.53,256.15,EUR,,,398434837,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:2393459d-feb4-4cda-9057-04dc61023b51,172063,05/06/2025,ETABLISSEMENTS CANU,MOUAD,2,1,1,-700.0,-38.5,-738.5,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:7cd082aa-0750-45e1-9b37-2e5e1215f38e,172023,05/06/2025,ETABLISSEMENTS CANU,MOUAD,1,1,1,155.71,8.56,164.27,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e8601f31-d01f-4321-aa5b-d51dd4b4e4b7,1964830,05/06/2025,BBV,MOUAD,3,1,1,4238.25,233.11,4471.36,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:87bd3ddb-1a71-4191-aad0-ebce51290e83,172111,06/06/2025,ETABLISSEMENTS CANU,MOUAD,3,1,2,190.47,10.58,201.05,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:9df852bd-17e7-4cf6-b09e-b2f10bd991a6,FV2506-02574,06/06/2025,AVIGROS,MOUAD,2,2,2,135.57,7.54,143.11,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:cd544ce9-0efc-4e4f-955a-bd20541d10b7,1965252,06/06/2025,BBV,MOUAD,2,1,1,1657.84,91.18,1749.02,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e2d90184-505e-4c80-a097-785762d1133b,1965253,06/06/2025,BBV,MOUAD,2,1,1,340.6,18.76,361.22,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:249fa365-db1b-45f7-957b-8f0879993396,FV2506-03393,07/06/2025,AVIGROS,MOUAD,13,2,2,943.63,54.44,998.07,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:2c6957ec-554c-4c4e-8016-4c7a90da75d7,FV2506-03883,10/06/2025,AVIGROS,MOUAD,1,1,1,129.78,7.14,136.92,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:5365aa2e-aa89-4bfd-8ed4-1bc854aa9f43,78000172259,10/06/2025,ETABLISSEMENTS CANU,MOUAD,5,2,2,282.39,15.68,298.07,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e5d1e31d-7b56-41b9-b788-0881dadf0e47,1965858,10/06/2025,BBV,MOUAD,3,2,1,593.05,32.61,628.1,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:cae6221f-8fb9-4738-892b-def6e0d04c07,FV2506-04661,11/06/2025,AVIGROS,MOUAD,11,2,2,571.07,32.17,603.24,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:0206dc81-52ab-4fc1-b22a-d504a397cb1a,172360,12/06/2025,ETABLISSEMENTS CANU,MOUAD,2,1,1,114.83,22.97,137.8,EUR,,,398434837,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:4b047171-65ef-4173-958d-dd4b3e54c7e5,1966744,12/06/2025,BBV,MOUAD,1,2,1,482.28,0.0,510.36,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:c27739f5-727c-48e9-9a8d-c7071fd4ef5c,FV2506-05380,12/06/2025,AVIGROS,MOUAD,8,1,1,647.41,35.61,683.02,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:f19402c2-1b49-48f6-ba37-0af681d6ec09,1966745,12/06/2025,BBV,MOUAD,1,1,1,341.46,18.81,360.27,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:1aa511c6-2bfe-4974-81f4-bed347c45854,1967119,13/06/2025,BBV,MOUAD,3,3,1,837.4,46.12,887.02,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:be296977-1a97-4e4f-bd60-2f68adff3478,172436,13/06/2025,ETABLISSEMENTS CANU,MOUAD,2,2,2,104.93,5.85,110.78,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:c43ac574-30d4-4a09-af4a-b5d3849c174b,1967120,13/06/2025,BBV,BOUCHERIE MOUAD,1,2,1,407.22,22.55,429.77,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:dab72c75-6456-41ea-950b-c48c139569c7,FV2506-05964,13/06/2025,AVIGROS,MOUAD,2,2,2,180.76,10.05,190.81,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:20b5a58e-a9f2-4f64-a4ce-8473bfa86095,FV2506-06681,14/06/2025,AVIGROS,MOUAD,10,2,1,1084.06,59.62,1143.68,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:a5057042-beec-4f8f-9ffe-e3069161ddae,FV2506-07039,16/06/2025,AVIGROS,MOUAD,3,1,1,260.0,14.3,274.3,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:bfa836f2-7927-4505-997e-a9c3117d7795,172520,16/06/2025,ETABLISSEMENTS CANU,MOUAD,2,1,1,51.54,2.83,54.37,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:6eb15851-0abe-47bc-993c-d93b59a49565,78000,17/06/2025,ETABLISSEMENTS CANU,MOUAD,5,1,1,166.79,9.17,176.76,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:980d08ac-b6fb-4f4e-aea6-aa7af959ba93,VAV2501-03514,17/06/2025,AVIGROS,MOUAD,2,2,2,180.76,10.05,190.81,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:6cba2cc2-2089-458c-a3ae-5f4661e31724,FV2506-08164,18/06/2025,AVIGROS,MOUAD,4,1,2,57.41,3.96,61.37,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:8e6bd5ec-b929-4ae6-adde-9f2478659d17,172639,18/06/2025,ETABLISSEMENTS CANU,MOUAD,2,1,1,49.51,2.72,52.23,EUR,,,398434837,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:a67e8151-079e-4f65-8975-d2f49d44b21b,172648,18/06/2025,ETABLISSEMENTS CANU,MOUAD,2,1,1,-31.03,-1.71,-32.74,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:a9db9186-0b57-4b8e-84f1-563cc39aef7f,BFVE-25-28217,18/06/2025,ETABLISSEMENTS BIDAULT,MOUAD BOUCHERIE,2,2,1,124.0,6.82,130.82,EUR,,,572041879,4638B,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:58bbed1a-30ee-4ee7-9d00-2b3c7f058e58,FV2506-08662,19/06/2025,AVIGROS,MOUAD,5,2,2,417.7,23.37,441.07,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:411f5ce1-fdab-45ff-975b-e14b7fe40dea,1968848,20/06/2025,BBV,MOUAD,3,4,1,1457.5,0.0,1543.84,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:45c1621a-9e33-4cdc-be76-60afae970ca5,FV2506-09932,20/06/2025,AVIGROS,MOUAD,6,1,1,557.27,30.66,587.93,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:5302a66d-5373-400f-9626-b33b0dcc317b,1968846,20/06/2025,BBV,MOUAD,3,1,1,1381.99,76.11,1458.1,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:801a5ab8-d68e-481f-875e-e01fd8b60ea0,1968847,20/06/2025,BBV,MOUAD,4,1,1,896.24,49.36,945.6,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:c9239124-4638-4504-b7b9-37126290dc92,1968845,20/06/2025,BBV,MOUAD,3,1,1,967.18,53.19,1020.37,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e73ee2ff-94dd-4b4e-ab67-ddb7391372b6,172732,20/06/2025,ETABLISSEMENTS CANU,MOUAD,5,1,1,223.15,12.27,236.73,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:0a52c322-e0c1-4207-be96-31e735a42cc5,172854,23/06/2025,ETABLISSEMENTS CANU,MOUAD,3,2,2,85.17,4.74,90.19,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:aae5fb4f-4dd6-49f8-9f30-65f05e2e0093,FV2506-11730,25/06/2025,AVIGROS,MOUAD,3,2,2,67.71,3.81,71.52,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:4f40fe6d-bac9-4066-9afb-19568535a564,78000,26/06/2025,ETABLISSEMENTS CANU,MOUAD,6,2,2,203.13,11.3,214.43,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:0d84f4de-8825-4650-a2b6-6b8ce91d7fbf,1970670,27/06/2025,BBV,MOUAD,4,2,1,905.38,49.87,960.02,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:84eb9398-0925-4e84-874c-eccc2bdc8369,173043,27/06/2025,ETABLISSEMENTS CANU,MOUAD,3,1,1,103.55,5.7,109.69,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8e59e5b4-79dc-42c1-abce-416872f75c30,N/00000/26,27/06/2025,MOUAD,INCONNU,4,1,2,4548.33,253.97,4802.3,EUR,,,519665103,4722Z,siren_map_partition,,,
fr_bd_519665103:aa2bf843-f223-4ab3-b395-76d6af2678c7,1970669,27/06/2025,BBV,MOUAD,2,1,1,1442.39,79.44,1521.83,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:dae12983-3cdf-4ece-8117-083a79f1b258,1970668,27/06/2025,BBV,MOUAD,3,5,1,753.75,41.84,798.06,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:f458a624-0d2f-445a-8c49-0efa6ff724d9,1970671,27/06/2025,BBV,MOUAD,5,1,1,1432.2,78.88,1511.08,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:38f0647c-00fb-4352-8b46-7774fc35ebca,FV2506-13679,28/06/2025,AVIGROS,MOUAD,2,1,1,291.55,16.04,307.59,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:180785bc-ab17-41fe-8c25-e4d21245c85d,1971048,30/06/2025,BBV,BOUCHERIE MOUAD,2,2,1,592.68,32.97,627.52,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:19edaae7-a8e9-4733-b977-a78cefb00cc8,FV2506-13875,30/06/2025,AVIGROS,MOUAD,2,1,1,347.99,19.14,367.13,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:36235183-6541-4bdc-b710-599100954c57,1971046,30/06/2025,BBV,MOUAD,4,3,2,515.48,28.64,544.12,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:7245311e-3a77-4935-8175-3a973d3676b6,173122,30/06/2025,ETABLISSEMENTS CANU,MOUAD,3,1,2,129.98,7.29,137.27,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:875b17d8-e1ef-48ea-8527-6f01d6e380e5,1971049,30/06/2025,BBV,MOUAD,1,1,1,200.6,40.12,240.72,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ba10fbe4-c1cc-457b-97aa-868403b2db5b,1971047,30/06/2025,BBV,MOUAD,1,1,1,1277.49,70.36,1347.85,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:df37f9b7-c145-458f-b0c9-5e95f34563fc,Relevé 01/06/25-30/06/25,30/06/2025,AVIGROS,MOUAD,24,2,2,12550.94,705.01,13255.95,EUR,,,447915430,4632C,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:3feaca8b-7b85-4e55-b2be-acdf13a2fb24,FV2507-00506,01/07/2025,AVIGROS,MOUAD,7,1,2,289.01,16.33,305.34,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:a628349f-9140-486a-9362-67600f8d381c,9A0037790574,01/07/2025,SFR BUSINESS,MOUAD,3,1,1,282.53,56.51,339.04,EUR,,,,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:a6b0d592-b5bc-4390-8e80-c3816ea80e85,FV2507-00035,01/07/2025,AVIGROS,LES MARCHES DU SUD,13,1,1,736.24,40.8,777.04,EUR,,,447915430,4632C,invoice_form,,,
fr_bd_519665103:b98fcc38-c4c1-4a02-be29-b205dc6bd359,250700084339,01/07/2025,EURO-INFORMATION,LA POSTE TELECOM,2,1,1,186.0,37.2,223.2,EUR,,,312730674,723Z,invoice_form,525254736,,
fr_bd_519665103:dba8290f-281f-4178-8ad1-63d22cdb9034,173159,01/07/2025,ETABLISSEMENTS CANU,MOUAD,2,1,1,66.93,3.68,70.89,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
